date,artist,title,peakPos,lastPos,weeks,rank,change,list
2015-03-21,Ne-Yo Featuring Juicy J,She Knows,19,21,9,19,+2,pop
2015-03-14,Ne-Yo Featuring Juicy J,She Knows,19,20,8,21,-1,pop
2015-03-07,Ne-Yo Featuring Juicy J,She Knows,19,23,7,20,+3,pop
2015-02-28,Ne-Yo Featuring Juicy J,She Knows,19,24,6,23,+1,pop
2015-02-21,Ne-Yo Featuring Juicy J,She Knows,19,29,5,24,+5,pop
2015-02-14,Ne-Yo Featuring Juicy J,She Knows,19,31,4,29,+2,pop
2015-02-07,Ne-Yo Featuring Juicy J,She Knows,19,35,3,31,+4,pop
2015-01-31,Ne-Yo Featuring Juicy J,She Knows,19,40,2,35,+5,pop
2015-01-24,Ne-Yo Featuring Juicy J,She Knows,19,0,1,40,New,pop
2015-04-18,Ne-Yo Featuring Juicy J,She Knows,6,15,26,17,-2,r-b-hip-hop
2015-04-11,Ne-Yo Featuring Juicy J,She Knows,6,13,25,15,-2,r-b-hip-hop
2015-04-04,Ne-Yo Featuring Juicy J,She Knows,6,9,24,13,-4,r-b-hip-hop
2015-03-28,Ne-Yo Featuring Juicy J,She Knows,6,9,23,9,0,r-b-hip-hop
2015-03-21,Ne-Yo Featuring Juicy J,She Knows,6,7,22,9,-2,r-b-hip-hop
2015-03-14,Ne-Yo Featuring Juicy J,She Knows,6,6,21,7,-1,r-b-hip-hop
2015-03-07,Ne-Yo Featuring Juicy J,She Knows,6,8,20,6,+2,r-b-hip-hop
2015-02-28,Ne-Yo Featuring Juicy J,She Knows,6,7,19,8,-1,r-b-hip-hop
2015-02-21,Ne-Yo Featuring Juicy J,She Knows,6,8,18,7,+1,r-b-hip-hop
2015-02-14,Ne-Yo Featuring Juicy J,She Knows,6,10,17,8,+2,r-b-hip-hop
2015-02-07,Ne-Yo Featuring Juicy J,She Knows,6,11,16,10,+1,r-b-hip-hop
2015-01-31,Ne-Yo Featuring Juicy J,She Knows,6,15,15,11,+4,r-b-hip-hop
2015-01-24,Ne-Yo Featuring Juicy J,She Knows,6,18,14,15,+3,r-b-hip-hop
2015-01-17,Ne-Yo Featuring Juicy J,She Knows,6,25,13,18,+7,r-b-hip-hop
2015-01-10,Ne-Yo Featuring Juicy J,She Knows,6,24,12,25,-1,r-b-hip-hop
2015-01-03,Ne-Yo Featuring Juicy J,She Knows,6,24,11,24,0,r-b-hip-hop
2014-12-27,Ne-Yo Featuring Juicy J,She Knows,6,26,10,24,+2,r-b-hip-hop
2014-12-20,Ne-Yo Featuring Juicy J,She Knows,6,28,9,26,+2,r-b-hip-hop
2014-12-13,Ne-Yo Featuring Juicy J,She Knows,6,28,8,28,0,r-b-hip-hop
2014-12-06,Ne-Yo Featuring Juicy J,She Knows,6,27,7,28,-1,r-b-hip-hop
2014-11-29,Ne-Yo Featuring Juicy J,She Knows,6,29,6,27,+2,r-b-hip-hop
2014-11-22,Ne-Yo Featuring Juicy J,She Knows,6,33,5,29,+4,r-b-hip-hop
2014-11-15,Ne-Yo Featuring Juicy J,She Knows,6,38,4,33,+5,r-b-hip-hop
2014-11-08,Ne-Yo Featuring Juicy J,She Knows,6,45,3,38,+7,r-b-hip-hop
2014-11-01,Ne-Yo Featuring Juicy J,She Knows,6,0,2,45,Re-Entry,r-b-hip-hop
2014-10-04,Ne-Yo Featuring Juicy J,She Knows,6,0,1,46,New,r-b-hip-hop
1997-01-04,Quad City DJ s,C mon N  Ride It (The Train),28,25,26,28,-3,pop
1997-01-18,Quad City DJ s,"Space Jam (From Space Jam"")""",49,49,17,49,0,r-b-hip-hop
1997-01-11,Quad City DJ s,"Space Jam (From Space Jam"")""",49,52,17,49,+3,r-b-hip-hop
2016-01-30,Tinashe Featuring Chris Brown,Player,34,39,6,40,-1,pop
2016-01-23,Tinashe Featuring Chris Brown,Player,34,34,5,39,-5,pop
2016-01-16,Tinashe Featuring Chris Brown,Player,34,35,4,34,+1,pop
2016-01-09,Tinashe Featuring Chris Brown,Player,34,38,3,35,+3,pop
2016-01-02,Tinashe Featuring Chris Brown,Player,34,0,2,38,Re-Entry,pop
2015-12-19,Tinashe Featuring Chris Brown,Player,34,0,1,40,New,pop
2016-01-30,Tinashe Featuring Chris Brown,Player,39,39,11,45,-6,r-b-hip-hop
2016-01-23,Tinashe Featuring Chris Brown,Player,39,44,10,39,+5,r-b-hip-hop
2016-01-16,Tinashe Featuring Chris Brown,Player,39,45,9,44,+1,r-b-hip-hop
2016-01-09,Tinashe Featuring Chris Brown,Player,39,41,8,45,-4,r-b-hip-hop
2016-01-02,Tinashe Featuring Chris Brown,Player,39,42,7,41,+1,r-b-hip-hop
2015-12-26,Tinashe Featuring Chris Brown,Player,39,42,6,42,0,r-b-hip-hop
2015-12-19,Tinashe Featuring Chris Brown,Player,39,45,5,42,+3,r-b-hip-hop
2015-12-12,Tinashe Featuring Chris Brown,Player,39,47,4,45,+2,r-b-hip-hop
2015-12-05,Tinashe Featuring Chris Brown,Player,39,41,3,47,-6,r-b-hip-hop
2015-11-28,Tinashe Featuring Chris Brown,Player,39,0,2,41,Re-Entry,r-b-hip-hop
2015-10-24,Tinashe Featuring Chris Brown,Player,39,0,1,43,Hot Shot Debut,r-b-hip-hop
1996-10-12,Color Me Badd,"The Earth, The Sun, The Rain",7,23,26,25,-2,pop
1996-10-05,Color Me Badd,"The Earth, The Sun, The Rain",7,23,26,23,0,pop
1996-09-28,Color Me Badd,"The Earth, The Sun, The Rain",7,23,26,23,0,pop
1996-09-21,Color Me Badd,"The Earth, The Sun, The Rain",7,20,26,23,-3,pop
1996-09-14,Color Me Badd,"The Earth, The Sun, The Rain",7,18,26,20,-2,pop
1996-09-07,Color Me Badd,"The Earth, The Sun, The Rain",7,18,26,18,0,pop
1996-08-31,Color Me Badd,"The Earth, The Sun, The Rain",7,18,26,18,0,pop
1996-08-24,Color Me Badd,"The Earth, The Sun, The Rain",7,15,26,18,-3,pop
1996-08-17,Color Me Badd,"The Earth, The Sun, The Rain",7,14,26,15,-1,pop
1996-08-10,Color Me Badd,"The Earth, The Sun, The Rain",7,11,26,14,-3,pop
1996-08-03,Color Me Badd,"The Earth, The Sun, The Rain",7,10,26,11,-1,pop
1996-07-27,Color Me Badd,"The Earth, The Sun, The Rain",7,8,26,10,-2,pop
1996-07-20,Color Me Badd,"The Earth, The Sun, The Rain",7,7,26,8,-1,pop
1996-07-13,Color Me Badd,"The Earth, The Sun, The Rain",7,9,26,7,+2,pop
1996-07-06,Color Me Badd,"The Earth, The Sun, The Rain",7,10,26,9,+1,pop
1996-06-29,Color Me Badd,"The Earth, The Sun, The Rain",7,12,26,10,+2,pop
1996-06-22,Color Me Badd,"The Earth, The Sun, The Rain",7,11,26,12,-1,pop
1996-06-15,Color Me Badd,"The Earth, The Sun, The Rain",7,11,26,11,0,pop
1996-06-08,Color Me Badd,"The Earth, The Sun, The Rain",7,12,26,11,+1,pop
1996-06-01,Color Me Badd,"The Earth, The Sun, The Rain",7,17,26,12,+5,pop
1996-05-25,Color Me Badd,"The Earth, The Sun, The Rain",7,19,26,17,+2,pop
1996-05-18,Color Me Badd,"The Earth, The Sun, The Rain",7,20,26,19,+1,pop
1996-05-11,Color Me Badd,"The Earth, The Sun, The Rain",7,21,26,20,+1,pop
1996-05-04,Color Me Badd,"The Earth, The Sun, The Rain",7,26,26,21,+5,pop
1996-04-27,Color Me Badd,"The Earth, The Sun, The Rain",7,31,26,26,+5,pop
1996-04-20,Color Me Badd,"The Earth, The Sun, The Rain",7,0,26,31,Re-Entry,pop
1994-04-16,Color Me Badd,Choose,5,27,17,35,-8,pop
1994-04-09,Color Me Badd,Choose,5,22,17,27,-5,pop
1994-04-02,Color Me Badd,Choose,5,19,17,22,-3,pop
1994-03-26,Color Me Badd,Choose,5,13,17,19,-6,pop
1994-03-19,Color Me Badd,Choose,5,7,17,13,-6,pop
1994-03-12,Color Me Badd,Choose,5,6,17,7,-1,pop
1994-03-05,Color Me Badd,Choose,5,6,17,6,0,pop
1994-02-26,Color Me Badd,Choose,5,5,17,6,-1,pop
1994-02-19,Color Me Badd,Choose,5,8,17,5,+3,pop
1994-02-12,Color Me Badd,Choose,5,9,17,8,+1,pop
1994-02-05,Color Me Badd,Choose,5,10,17,9,+1,pop
1994-01-29,Color Me Badd,Choose,5,12,17,10,+2,pop
1994-01-22,Color Me Badd,Choose,5,14,17,12,+2,pop
1994-01-15,Color Me Badd,Choose,5,16,17,14,+2,pop
1994-01-08,Color Me Badd,Choose,5,24,17,16,+8,pop
1994-01-01,Color Me Badd,Choose,5,39,17,24,+15,pop
1993-12-25,Color Me Badd,Choose,5,0,17,39,Re-Entry,pop
1992-11-14,Color Me Badd,Forever Love,16,25,7,32,-7,pop
1992-11-07,Color Me Badd,Forever Love,16,20,7,25,-5,pop
1992-10-31,Color Me Badd,Forever Love,16,16,7,20,-4,pop
1992-10-24,Color Me Badd,Forever Love,16,17,7,16,+1,pop
1992-10-17,Color Me Badd,Forever Love,16,18,7,17,+1,pop
1992-10-10,Color Me Badd,Forever Love,16,21,7,18,+3,pop
1992-10-03,Color Me Badd,Forever Love,16,0,7,21,Re-Entry,pop
1994-03-05,Color Me Badd,Time And Chance,9,32,20,47,-15,r-b-hip-hop
1994-02-26,Color Me Badd,Time And Chance,9,27,20,32,-5,r-b-hip-hop
1994-02-19,Color Me Badd,Time And Chance,9,26,20,27,-1,r-b-hip-hop
1994-02-12,Color Me Badd,Time And Chance,9,18,20,26,-8,r-b-hip-hop
1994-02-05,Color Me Badd,Time And Chance,9,14,20,18,-4,r-b-hip-hop
1994-01-29,Color Me Badd,Time And Chance,9,12,20,14,-2,r-b-hip-hop
1994-01-22,Color Me Badd,Time And Chance,9,9,20,12,-3,r-b-hip-hop
1994-01-15,Color Me Badd,Time And Chance,9,10,20,9,+1,r-b-hip-hop
1994-01-08,Color Me Badd,Time And Chance,9,10,20,10,0,r-b-hip-hop
1994-01-01,Color Me Badd,Time And Chance,9,12,20,10,+2,r-b-hip-hop
1993-12-25,Color Me Badd,Time And Chance,9,11,20,12,-1,r-b-hip-hop
1993-12-18,Color Me Badd,Time And Chance,9,12,20,11,+1,r-b-hip-hop
1993-12-11,Color Me Badd,Time And Chance,9,16,20,12,+4,r-b-hip-hop
1993-12-04,Color Me Badd,Time And Chance,9,16,20,16,0,r-b-hip-hop
1993-11-27,Color Me Badd,Time And Chance,9,20,20,16,+4,r-b-hip-hop
1993-11-20,Color Me Badd,Time And Chance,9,25,20,20,+5,r-b-hip-hop
1993-11-13,Color Me Badd,Time And Chance,9,47,20,25,+22,r-b-hip-hop
1993-11-06,Color Me Badd,Time And Chance,9,71,20,47,+24,r-b-hip-hop
1992-03-14,Color Me Badd,Thinkin  Back,31,31,9,33,-2,r-b-hip-hop
1992-03-07,Color Me Badd,Thinkin  Back,31,38,9,31,+7,r-b-hip-hop
1992-02-29,Color Me Badd,Thinkin  Back,31,47,9,38,+9,r-b-hip-hop
1992-02-22,Color Me Badd,Thinkin  Back,31,53,9,47,+6,r-b-hip-hop
1991-11-02,Color Me Badd,I Adore Mi Amor,1,31,18,48,-17,r-b-hip-hop
1991-10-26,Color Me Badd,I Adore Mi Amor,1,22,18,31,-9,r-b-hip-hop
1991-10-19,Color Me Badd,I Adore Mi Amor,1,8,18,22,-14,r-b-hip-hop
1991-10-12,Color Me Badd,I Adore Mi Amor,1,2,18,8,-6,r-b-hip-hop
1991-10-05,Color Me Badd,I Adore Mi Amor,1,1,18,2,-1,r-b-hip-hop
1991-09-28,Color Me Badd,I Adore Mi Amor,1,2,18,1,+1,r-b-hip-hop
1991-09-21,Color Me Badd,I Adore Mi Amor,1,6,18,2,+4,r-b-hip-hop
1991-09-14,Color Me Badd,I Adore Mi Amor,1,8,18,6,+2,r-b-hip-hop
1991-09-07,Color Me Badd,I Adore Mi Amor,1,17,18,8,+9,r-b-hip-hop
1991-08-31,Color Me Badd,I Adore Mi Amor,1,22,18,17,+5,r-b-hip-hop
1991-08-24,Color Me Badd,I Adore Mi Amor,1,27,18,22,+5,r-b-hip-hop
1991-08-17,Color Me Badd,I Adore Mi Amor,1,37,18,27,+10,r-b-hip-hop
1991-08-10,Color Me Badd,I Adore Mi Amor,1,49,18,37,+12,r-b-hip-hop
1991-08-03,Color Me Badd,I Adore Mi Amor,1,67,18,49,+18,r-b-hip-hop
1991-07-13,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,30,18,43,-13,r-b-hip-hop
1991-07-06,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,22,18,30,-8,r-b-hip-hop
1991-06-29,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,13,18,22,-9,r-b-hip-hop
1991-06-22,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,3,18,13,-10,r-b-hip-hop
1991-06-15,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,1,18,3,-2,r-b-hip-hop
1991-06-08,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,1,18,1,0,r-b-hip-hop
1991-06-01,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,2,18,1,+1,r-b-hip-hop
1991-05-25,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,5,18,2,+3,r-b-hip-hop
1991-05-18,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,10,18,5,+5,r-b-hip-hop
1991-05-11,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,19,18,10,+9,r-b-hip-hop
1991-05-04,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,39,18,19,+20,r-b-hip-hop
1991-04-27,Color Me Badd,"I Wanna Sex You Up (From New Jack City"")""",1,84,18,39,+45,r-b-hip-hop
2016-01-30,Chris Brown,Zero,33,33,9,33,0,pop
2016-01-23,Chris Brown,Zero,33,33,8,33,0,pop
2016-01-16,Chris Brown,Zero,33,34,7,33,+1,pop
2016-01-09,Chris Brown,Zero,33,36,6,34,+2,pop
2016-01-02,Chris Brown,Zero,33,34,5,36,-2,pop
2015-12-26,Chris Brown,Zero,33,37,4,34,+3,pop
2015-12-19,Chris Brown,Zero,33,39,3,37,+2,pop
2015-12-12,Chris Brown,Zero,33,0,2,39,Re-Entry,pop
2015-11-28,Chris Brown,Zero,33,0,1,40,New,pop
2013-06-29,Chris Brown,Fine China,29,29,7,32,-3,pop
2013-06-22,Chris Brown,Fine China,29,32,6,29,+3,pop
2013-06-15,Chris Brown,Fine China,29,30,5,32,-2,pop
2013-06-08,Chris Brown,Fine China,29,30,4,30,0,pop
2013-06-01,Chris Brown,Fine China,29,34,3,30,+4,pop
2013-05-25,Chris Brown,Fine China,29,36,2,34,+2,pop
2013-05-18,Chris Brown,Fine China,29,0,1,36,Hot Shot Debut,pop
2012-12-22,Chris Brown,Don't Wake Me Up,6,9,20,14,-5,pop
2012-12-15,Chris Brown,Don't Wake Me Up,6,8,19,9,-1,pop
2012-12-08,Chris Brown,Don't Wake Me Up,6,7,18,8,-1,pop
2012-12-01,Chris Brown,Don't Wake Me Up,6,7,17,7,0,pop
2012-11-24,Chris Brown,Don't Wake Me Up,6,6,16,7,-1,pop
2012-11-17,Chris Brown,Don't Wake Me Up,6,8,15,6,+2,pop
2012-11-10,Chris Brown,Don't Wake Me Up,6,8,14,8,0,pop
2012-11-03,Chris Brown,Don't Wake Me Up,6,9,13,8,+1,pop
2012-10-27,Chris Brown,Don't Wake Me Up,6,11,12,9,+2,pop
2012-10-20,Chris Brown,Don't Wake Me Up,6,14,11,11,+3,pop
2012-10-13,Chris Brown,Don't Wake Me Up,6,15,10,14,+1,pop
2012-10-06,Chris Brown,Don't Wake Me Up,6,17,9,15,+2,pop
2012-09-29,Chris Brown,Don't Wake Me Up,6,19,8,17,+2,pop
2012-09-22,Chris Brown,Don't Wake Me Up,6,22,7,19,+3,pop
2012-09-15,Chris Brown,Don't Wake Me Up,6,25,6,22,+3,pop
2012-09-08,Chris Brown,Don't Wake Me Up,6,26,5,25,+1,pop
2012-09-01,Chris Brown,Don't Wake Me Up,6,29,4,26,+3,pop
2012-08-25,Chris Brown,Don't Wake Me Up,6,36,3,29,+7,pop
2012-08-18,Chris Brown,Don't Wake Me Up,6,39,2,36,+3,pop
2012-08-11,Chris Brown,Don't Wake Me Up,6,0,1,39,Hot Shot Debut,pop
2012-05-26,Chris Brown,Turn Up The Music,18,32,14,39,-7,pop
2012-05-19,Chris Brown,Turn Up The Music,18,34,13,32,+2,pop
2012-05-12,Chris Brown,Turn Up The Music,18,27,12,34,-7,pop
2012-05-05,Chris Brown,Turn Up The Music,18,23,11,27,-4,pop
2012-04-28,Chris Brown,Turn Up The Music,18,23,10,23,0,pop
2012-04-21,Chris Brown,Turn Up The Music,18,18,9,23,-5,pop
2012-04-14,Chris Brown,Turn Up The Music,18,19,8,18,+1,pop
2012-04-07,Chris Brown,Turn Up The Music,18,18,7,19,-1,pop
2012-03-31,Chris Brown,Turn Up The Music,18,18,6,18,0,pop
2012-03-24,Chris Brown,Turn Up The Music,18,18,5,18,0,pop
2012-03-17,Chris Brown,Turn Up The Music,18,21,4,18,+3,pop
2012-03-10,Chris Brown,Turn Up The Music,18,27,3,21,+6,pop
2012-03-03,Chris Brown,Turn Up The Music,18,36,2,27,+9,pop
2012-02-25,Chris Brown,Turn Up The Music,18,0,1,36,Hot Shot Debut,pop
2011-09-17,Chris Brown,She Ain't You,17,23,13,34,-11,pop
2011-09-10,Chris Brown,She Ain't You,17,19,12,23,-4,pop
2011-09-03,Chris Brown,She Ain't You,17,19,11,19,0,pop
2011-08-27,Chris Brown,She Ain't You,17,17,10,19,-2,pop
2011-08-20,Chris Brown,She Ain't You,17,18,9,17,+1,pop
2011-08-13,Chris Brown,She Ain't You,17,22,8,18,+4,pop
2011-08-06,Chris Brown,She Ain't You,17,22,7,22,0,pop
2011-07-30,Chris Brown,She Ain't You,17,26,6,22,+4,pop
2011-07-23,Chris Brown,She Ain't You,17,29,5,26,+3,pop
2011-07-16,Chris Brown,She Ain't You,17,31,4,29,+2,pop
2011-07-09,Chris Brown,She Ain't You,17,33,3,31,+2,pop
2011-07-02,Chris Brown,She Ain't You,17,36,2,33,+3,pop
2011-06-25,Chris Brown,She Ain't You,17,0,1,36,Hot Shot Debut,pop
2011-04-16,Chris Brown,Yeah 3X,7,17,20,21,-4,pop
2011-04-09,Chris Brown,Yeah 3X,7,18,19,17,+1,pop
2011-04-02,Chris Brown,Yeah 3X,7,16,18,18,-2,pop
2011-03-26,Chris Brown,Yeah 3X,7,12,17,16,-4,pop
2011-03-19,Chris Brown,Yeah 3X,7,10,16,12,-2,pop
2011-03-12,Chris Brown,Yeah 3X,7,8,15,10,-2,pop
2011-03-05,Chris Brown,Yeah 3X,7,8,14,8,0,pop
2011-02-26,Chris Brown,Yeah 3X,7,8,13,8,0,pop
2011-02-19,Chris Brown,Yeah 3X,7,8,12,8,0,pop
2011-02-12,Chris Brown,Yeah 3X,7,7,11,8,-1,pop
2011-02-05,Chris Brown,Yeah 3X,7,10,10,7,+3,pop
2011-01-29,Chris Brown,Yeah 3X,7,12,9,10,+2,pop
2011-01-22,Chris Brown,Yeah 3X,7,13,8,12,+1,pop
2011-01-15,Chris Brown,Yeah 3X,7,14,7,13,+1,pop
2011-01-08,Chris Brown,Yeah 3X,7,16,6,14,+2,pop
2011-01-01,Chris Brown,Yeah 3X,7,19,5,16,+3,pop
2010-12-25,Chris Brown,Yeah 3X,7,21,4,19,+2,pop
2010-12-18,Chris Brown,Yeah 3X,7,25,3,21,+4,pop
2010-12-11,Chris Brown,Yeah 3X,7,29,2,25,+4,pop
2010-12-04,Chris Brown,Yeah 3X,7,0,1,29,Hot Shot Debut,pop
2008-11-15,Chris Brown,Forever,1,15,27,19,-4,pop
2008-11-08,Chris Brown,Forever,1,10,26,15,-5,pop
2008-11-01,Chris Brown,Forever,1,9,25,10,-1,pop
2008-10-25,Chris Brown,Forever,1,7,24,9,-2,pop
2008-10-18,Chris Brown,Forever,1,4,23,7,-3,pop
2008-10-11,Chris Brown,Forever,1,3,22,4,-1,pop
2008-10-04,Chris Brown,Forever,1,1,21,3,-2,pop
2008-09-27,Chris Brown,Forever,1,1,20,1,0,pop
2008-09-20,Chris Brown,Forever,1,1,19,1,0,pop
2008-09-13,Chris Brown,Forever,1,1,18,1,0,pop
2008-09-06,Chris Brown,Forever,1,1,17,1,0,pop
2008-08-30,Chris Brown,Forever,1,2,16,1,+1,pop
2008-08-23,Chris Brown,Forever,1,3,15,2,+1,pop
2008-08-16,Chris Brown,Forever,1,3,14,3,0,pop
2008-08-09,Chris Brown,Forever,1,5,13,3,+2,pop
2008-08-02,Chris Brown,Forever,1,6,12,5,+1,pop
2008-07-26,Chris Brown,Forever,1,6,11,6,0,pop
2008-07-19,Chris Brown,Forever,1,11,10,6,+5,pop
2008-07-12,Chris Brown,Forever,1,12,9,11,+1,pop
2008-07-05,Chris Brown,Forever,1,16,8,12,+4,pop
2008-06-28,Chris Brown,Forever,1,16,7,16,0,pop
2008-06-21,Chris Brown,Forever,1,21,6,16,+5,pop
2008-06-14,Chris Brown,Forever,1,23,5,21,+2,pop
2008-06-07,Chris Brown,With You,1,18,23,20,-2,pop
2008-06-07,Chris Brown,Forever,1,28,4,23,+5,pop
2008-05-31,Chris Brown,With You,1,14,22,18,-4,pop
2008-05-31,Chris Brown,Forever,1,32,3,28,+4,pop
2008-05-24,Chris Brown,With You,1,12,21,14,-2,pop
2008-05-24,Chris Brown,Forever,1,39,2,32,+7,pop
2008-05-17,Chris Brown,With You,1,8,20,12,-4,pop
2008-05-17,Chris Brown,Forever,1,0,1,39,Hot Shot Debut,pop
2008-05-10,Chris Brown,With You,1,6,19,8,-2,pop
2008-05-03,Chris Brown,With You,1,4,18,6,-2,pop
2008-04-26,Chris Brown,With You,1,2,17,4,-2,pop
2008-04-19,Chris Brown,With You,1,2,16,2,0,pop
2008-04-12,Chris Brown,With You,1,1,15,2,-1,pop
2008-04-05,Chris Brown,With You,1,1,14,1,0,pop
2008-03-29,Chris Brown,With You,1,2,13,1,+1,pop
2008-03-22,Chris Brown,With You,1,2,12,2,0,pop
2008-03-15,Chris Brown,With You,1,2,11,2,0,pop
2008-03-08,Chris Brown,With You,1,2,10,2,0,pop
2008-03-01,Chris Brown,With You,1,6,9,2,+4,pop
2008-02-23,Chris Brown,With You,1,8,8,6,+2,pop
2008-02-16,Chris Brown,With You,1,14,7,8,+6,pop
2008-02-09,Chris Brown,With You,1,19,6,14,+5,pop
2008-02-02,Chris Brown,With You,1,27,5,19,+8,pop
2008-01-26,Chris Brown,With You,1,34,4,27,+7,pop
2008-01-19,Chris Brown,With You,1,34,3,34,0,pop
2008-01-12,Chris Brown,With You,1,39,2,34,+5,pop
2008-01-05,Chris Brown,With You,1,0,1,39,Hot Shot Debut,pop
2007-02-24,Chris Brown,Say Goodbye,14,39,19,40,-1,pop
2007-02-17,Chris Brown,Say Goodbye,14,34,18,39,-5,pop
2007-02-10,Chris Brown,Say Goodbye,14,29,17,34,-5,pop
2007-02-03,Chris Brown,Say Goodbye,14,24,16,29,-5,pop
2007-01-27,Chris Brown,Say Goodbye,14,22,15,24,-2,pop
2007-01-20,Chris Brown,Say Goodbye,14,24,14,22,+2,pop
2007-01-13,Chris Brown,Say Goodbye,14,22,13,24,-2,pop
2007-01-06,Chris Brown,Say Goodbye,14,21,12,22,-1,pop
2006-12-30,Chris Brown,Say Goodbye,14,17,11,21,-4,pop
2006-12-23,Chris Brown,Say Goodbye,14,15,10,17,-2,pop
2006-12-16,Chris Brown,Say Goodbye,14,14,9,15,-1,pop
2006-12-09,Chris Brown,Say Goodbye,14,14,8,14,0,pop
2006-12-02,Chris Brown,Say Goodbye,14,16,7,14,+2,pop
2006-11-25,Chris Brown,Say Goodbye,14,18,6,16,+2,pop
2006-11-18,Chris Brown,Say Goodbye,14,20,5,18,+2,pop
2006-11-11,Chris Brown,Say Goodbye,14,28,4,20,+8,pop
2006-11-04,Chris Brown,Say Goodbye,14,34,3,28,+6,pop
2006-10-28,Chris Brown,Say Goodbye,14,39,2,34,+5,pop
2006-10-21,Chris Brown,Say Goodbye,14,0,1,39,New,pop
2006-05-27,Chris Brown,Yo (Excuse Me Miss),13,32,15,35,-3,pop
2006-05-20,Chris Brown,Yo (Excuse Me Miss),13,26,14,32,-6,pop
2006-05-13,Chris Brown,Yo (Excuse Me Miss),13,17,13,26,-9,pop
2006-05-06,Chris Brown,Yo (Excuse Me Miss),13,13,12,17,-4,pop
2006-04-29,Chris Brown,Yo (Excuse Me Miss),13,13,11,13,0,pop
2006-04-29,Chris Brown,Run It!,1,19,29,19,0,pop
2006-04-22,Chris Brown,Yo (Excuse Me Miss),13,13,10,13,0,pop
2006-04-22,Chris Brown,Run It!,1,18,28,19,-1,pop
2006-04-15,Chris Brown,Yo (Excuse Me Miss),13,14,9,13,+1,pop
2006-04-15,Chris Brown,Run It!,1,18,27,18,0,pop
2006-04-08,Chris Brown,Yo (Excuse Me Miss),13,18,8,14,+4,pop
2006-04-08,Chris Brown,Run It!,1,16,26,18,-2,pop
2006-04-01,Chris Brown,Run It!,1,15,25,16,-1,pop
2006-04-01,Chris Brown,Yo (Excuse Me Miss),13,21,7,18,+3,pop
2006-03-25,Chris Brown,Run It!,1,13,24,15,-2,pop
2006-03-25,Chris Brown,Yo (Excuse Me Miss),13,22,6,21,+1,pop
2006-03-18,Chris Brown,Run It!,1,10,23,13,-3,pop
2006-03-18,Chris Brown,Yo (Excuse Me Miss),13,28,5,22,+6,pop
2006-03-11,Chris Brown,Run It!,1,6,22,10,-4,pop
2006-03-11,Chris Brown,Yo (Excuse Me Miss),13,31,4,28,+3,pop
2006-03-04,Chris Brown,Run It!,1,4,21,6,-2,pop
2006-03-04,Chris Brown,Yo (Excuse Me Miss),13,33,3,31,+2,pop
2006-02-25,Chris Brown,Run It!,1,4,20,4,0,pop
2006-02-25,Chris Brown,Yo (Excuse Me Miss),13,38,2,33,+5,pop
2006-02-18,Chris Brown,Run It!,1,3,19,4,-1,pop
2006-02-18,Chris Brown,Yo (Excuse Me Miss),13,0,1,38,New,pop
2006-02-11,Chris Brown,Run It!,1,3,18,3,0,pop
2006-02-04,Chris Brown,Run It!,1,2,17,3,-1,pop
2006-01-28,Chris Brown,Run It!,1,1,16,2,-1,pop
2006-01-21,Chris Brown,Run It!,1,1,15,1,0,pop
2006-01-14,Chris Brown,Run It!,1,1,14,1,0,pop
2006-01-07,Chris Brown,Run It!,1,1,13,1,0,pop
2005-12-31,Chris Brown,Run It!,1,1,12,1,0,pop
2005-12-24,Chris Brown,Run It!,1,1,11,1,0,pop
2005-12-17,Chris Brown,Run It!,1,1,10,1,0,pop
2005-12-10,Chris Brown,Run It!,1,2,9,1,+1,pop
2005-12-03,Chris Brown,Run It!,1,3,8,2,+1,pop
2005-11-26,Chris Brown,Run It!,1,4,7,3,+1,pop
2005-11-19,Chris Brown,Run It!,1,6,6,4,+2,pop
2005-11-12,Chris Brown,Run It!,1,8,5,6,+2,pop
2005-11-05,Chris Brown,Run It!,1,11,4,8,+3,pop
2005-10-29,Chris Brown,Run It!,1,22,3,11,+11,pop
2005-10-22,Chris Brown,Run It!,1,29,2,22,+7,pop
2005-10-15,Chris Brown,Run It!,1,0,1,29,Hot Shot Debut,pop
2016-11-12,Chris Brown,Grass Ain't Greener,23,45,17,47,-2,r-b-hip-hop
2016-11-05,Chris Brown,Grass Ain't Greener,23,43,16,45,-2,r-b-hip-hop
2016-10-29,Chris Brown,Grass Ain't Greener,23,43,15,43,0,r-b-hip-hop
2016-10-22,Chris Brown,Grass Ain't Greener,23,39,14,43,-4,r-b-hip-hop
