date,artist,title,peakPos,lastPos,weeks,rank,change,list
2016-10-15,Chris Brown,Grass Ain't Greener,23,39,13,39,0,r-b-hip-hop
2016-10-08,Chris Brown,Grass Ain't Greener,23,34,12,39,-5,r-b-hip-hop
2016-10-01,Chris Brown,Grass Ain't Greener,23,32,11,34,-2,r-b-hip-hop
2016-09-24,Chris Brown,Grass Ain't Greener,23,23,10,32,-9,r-b-hip-hop
2016-09-17,Chris Brown,Grass Ain't Greener,23,49,9,23,+26,r-b-hip-hop
2016-09-10,Chris Brown,Grass Ain't Greener,23,39,8,49,-10,r-b-hip-hop
2016-09-03,Chris Brown,Grass Ain't Greener,23,45,7,39,+6,r-b-hip-hop
2016-08-27,Chris Brown,Grass Ain't Greener,23,43,6,45,-2,r-b-hip-hop
2016-08-20,Chris Brown,Grass Ain't Greener,23,50,5,43,+7,r-b-hip-hop
2016-08-13,Chris Brown,Grass Ain't Greener,23,43,4,50,-7,r-b-hip-hop
2016-08-06,Chris Brown,Grass Ain't Greener,23,43,3,43,0,r-b-hip-hop
2016-07-30,Chris Brown,Grass Ain't Greener,23,0,2,43,Re-Entry,r-b-hip-hop
2016-05-28,Chris Brown,Grass Ain't Greener,23,0,1,45,New,r-b-hip-hop
2016-05-07,Chris Brown,Back To Sleep,5,14,21,19,-5,r-b-hip-hop
2016-04-30,Chris Brown,Back To Sleep,5,15,20,14,+1,r-b-hip-hop
2016-04-23,Chris Brown,Back To Sleep,5,12,19,15,-3,r-b-hip-hop
2016-04-16,Chris Brown,Back To Sleep,5,12,18,12,0,r-b-hip-hop
2016-04-09,Chris Brown,Back To Sleep,5,10,17,12,-2,r-b-hip-hop
2016-04-02,Chris Brown,Back To Sleep,5,8,16,10,-2,r-b-hip-hop
2016-03-26,Chris Brown,Back To Sleep,5,5,15,8,-3,r-b-hip-hop
2016-03-19,Chris Brown,Back To Sleep,5,14,14,5,+9,r-b-hip-hop
2016-03-12,Chris Brown,Back To Sleep,5,16,13,14,+2,r-b-hip-hop
2016-03-05,Chris Brown,Back To Sleep,5,17,12,16,+1,r-b-hip-hop
2016-02-27,Chris Brown,Back To Sleep,5,17,11,17,0,r-b-hip-hop
2016-02-20,Chris Brown,Back To Sleep,5,15,10,17,-2,r-b-hip-hop
2016-02-13,Chris Brown,Back To Sleep,5,16,9,15,+1,r-b-hip-hop
2016-02-06,Chris Brown,Back To Sleep,5,16,8,16,0,r-b-hip-hop
2016-01-30,Chris Brown,Back To Sleep,5,17,7,16,+1,r-b-hip-hop
2016-01-23,Chris Brown,Back To Sleep,5,21,6,17,+4,r-b-hip-hop
2016-01-23,Chris Brown,Little More (Royalty),32,43,3,50,-7,r-b-hip-hop
2016-01-16,Chris Brown,Back To Sleep,5,19,5,21,-2,r-b-hip-hop
2016-01-16,Chris Brown,Little More (Royalty),32,32,2,43,-11,r-b-hip-hop
2016-01-09,Chris Brown,Back To Sleep,5,21,4,19,+2,r-b-hip-hop
2016-01-09,Chris Brown,Little More (Royalty),32,0,1,32,Hot Shot Debut,r-b-hip-hop
2016-01-09,Chris Brown,Picture Me Rollin',50,0,1,50,New,r-b-hip-hop
2016-01-02,Chris Brown,Back To Sleep,5,37,3,21,+16,r-b-hip-hop
2015-12-26,Chris Brown,Back To Sleep,5,34,2,37,-3,r-b-hip-hop
2015-12-19,Chris Brown,Back To Sleep,5,0,1,34,Hot Shot Debut,r-b-hip-hop
2015-12-05,Chris Brown,Liquor,19,25,21,26,-1,r-b-hip-hop
2015-11-28,Chris Brown,Liquor,19,25,20,25,0,r-b-hip-hop
2015-11-21,Chris Brown,Liquor,19,22,19,25,-3,r-b-hip-hop
2015-11-14,Chris Brown,Liquor,19,20,18,22,-2,r-b-hip-hop
2015-11-07,Chris Brown,Liquor,19,19,17,20,-1,r-b-hip-hop
2015-10-31,Chris Brown,Liquor,19,21,16,19,+2,r-b-hip-hop
2015-10-24,Chris Brown,Liquor,19,21,15,21,0,r-b-hip-hop
2015-10-17,Chris Brown,Liquor,19,28,14,21,+7,r-b-hip-hop
2015-10-10,Chris Brown,Liquor,19,26,13,28,-2,r-b-hip-hop
2015-10-03,Chris Brown,Liquor,19,30,12,26,+4,r-b-hip-hop
2015-09-26,Chris Brown,Liquor,19,39,11,30,+9,r-b-hip-hop
2015-09-19,Chris Brown,Liquor,19,31,10,39,-8,r-b-hip-hop
2015-09-12,Chris Brown,Liquor,19,34,9,31,+3,r-b-hip-hop
2015-09-05,Chris Brown,Liquor,19,34,8,34,0,r-b-hip-hop
2015-08-29,Chris Brown,Liquor,19,35,7,34,+1,r-b-hip-hop
2015-08-22,Chris Brown,Liquor,19,41,6,35,+6,r-b-hip-hop
2015-08-15,Chris Brown,Liquor,19,45,5,41,+4,r-b-hip-hop
2015-08-08,Chris Brown,Liquor,19,49,4,45,+4,r-b-hip-hop
2015-08-01,Chris Brown,Liquor,19,41,3,49,-8,r-b-hip-hop
2015-07-25,Chris Brown,Liquor,19,46,2,41,+5,r-b-hip-hop
2015-07-18,Chris Brown,Liquor,19,0,1,46,New,r-b-hip-hop
2014-10-04,Chris Brown,X,26,42,4,26,+16,r-b-hip-hop
2014-09-27,Chris Brown,X,26,49,3,42,+7,r-b-hip-hop
2014-09-20,Chris Brown,X,26,32,2,49,-17,r-b-hip-hop
2014-09-13,Chris Brown,X,26,0,1,32,New,r-b-hip-hop
2013-08-31,Chris Brown,Fine China,10,37,20,45,-8,r-b-hip-hop
2013-08-24,Chris Brown,Fine China,10,38,19,37,+1,r-b-hip-hop
2013-08-17,Chris Brown,Fine China,10,36,18,38,-2,r-b-hip-hop
2013-08-10,Chris Brown,Fine China,10,34,17,36,-2,r-b-hip-hop
2013-08-03,Chris Brown,Fine China,10,32,16,34,-2,r-b-hip-hop
2013-07-27,Chris Brown,Fine China,10,27,15,32,-5,r-b-hip-hop
2013-07-20,Chris Brown,Fine China,10,22,14,27,-5,r-b-hip-hop
2013-07-13,Chris Brown,Fine China,10,20,13,22,-2,r-b-hip-hop
2013-07-06,Chris Brown,Fine China,10,18,12,20,-2,r-b-hip-hop
2013-06-29,Chris Brown,Fine China,10,16,11,18,-2,r-b-hip-hop
2013-06-22,Chris Brown,Fine China,10,13,10,16,-3,r-b-hip-hop
2013-06-15,Chris Brown,Fine China,10,10,9,13,-3,r-b-hip-hop
2013-06-08,Chris Brown,Fine China,10,12,8,10,+2,r-b-hip-hop
2013-06-01,Chris Brown,Fine China,10,11,7,12,-1,r-b-hip-hop
2013-05-25,Chris Brown,Fine China,10,10,6,11,-1,r-b-hip-hop
2013-05-18,Chris Brown,Fine China,10,13,5,10,+3,r-b-hip-hop
2013-05-11,Chris Brown,Fine China,10,12,4,13,-1,r-b-hip-hop
2013-05-04,Chris Brown,Fine China,10,12,3,12,0,r-b-hip-hop
2013-04-27,Chris Brown,Fine China,10,13,2,12,+1,r-b-hip-hop
2013-04-20,Chris Brown,Fine China,10,0,1,13,Hot Shot Debut,r-b-hip-hop
2013-03-09,Chris Brown,Don't Judge Me,18,23,28,25,-2,r-b-hip-hop
2013-03-02,Chris Brown,Don't Judge Me,18,23,27,23,0,r-b-hip-hop
2013-02-23,Chris Brown,Don't Judge Me,18,22,26,23,-1,r-b-hip-hop
2013-02-16,Chris Brown,Don't Judge Me,18,23,25,22,+1,r-b-hip-hop
2013-02-09,Chris Brown,Don't Judge Me,18,21,24,23,-2,r-b-hip-hop
2013-02-02,Chris Brown,Don't Judge Me,18,18,23,21,-3,r-b-hip-hop
2013-01-26,Chris Brown,Don't Judge Me,18,22,22,18,+4,r-b-hip-hop
2013-01-19,Chris Brown,Don't Judge Me,18,20,21,22,-2,r-b-hip-hop
2013-01-12,Chris Brown,Don't Judge Me,18,19,20,20,-1,r-b-hip-hop
2013-01-05,Chris Brown,Don't Judge Me,18,19,19,19,0,r-b-hip-hop
2012-12-29,Chris Brown,Don't Judge Me,18,21,18,19,+2,r-b-hip-hop
2012-12-22,Chris Brown,Don't Judge Me,18,22,17,21,+1,r-b-hip-hop
2012-12-15,Chris Brown,Don't Judge Me,18,21,16,22,-1,r-b-hip-hop
2012-12-08,Chris Brown,Don't Judge Me,18,23,15,21,+2,r-b-hip-hop
2012-12-01,Chris Brown,Don't Judge Me,18,23,14,23,0,r-b-hip-hop
2012-11-24,Chris Brown,Don't Judge Me,18,26,13,23,+3,r-b-hip-hop
2012-11-17,Chris Brown,Don't Judge Me,18,28,12,26,+2,r-b-hip-hop
2012-11-10,Chris Brown,Don't Judge Me,18,26,11,28,-2,r-b-hip-hop
2012-11-03,Chris Brown,Don't Judge Me,18,29,10,26,+3,r-b-hip-hop
2012-10-27,Chris Brown,Don't Judge Me,18,31,9,29,+2,r-b-hip-hop
2012-10-20,Chris Brown,Don't Judge Me,18,43,8,31,+12,r-b-hip-hop
2012-10-13,Chris Brown,Don't Judge Me,18,56,7,43,+13,r-b-hip-hop
2012-09-08,Chris Brown,Sweet Love,25,41,22,48,-7,r-b-hip-hop
2012-09-01,Chris Brown,Sweet Love,25,35,21,41,-6,r-b-hip-hop
2012-08-25,Chris Brown,Sweet Love,25,34,20,35,-1,r-b-hip-hop
2012-08-18,Chris Brown,Sweet Love,25,33,19,34,-1,r-b-hip-hop
2012-08-11,Chris Brown,Sweet Love,25,29,18,33,-4,r-b-hip-hop
2012-08-04,Chris Brown,Sweet Love,25,30,17,29,+1,r-b-hip-hop
2012-07-28,Chris Brown,Sweet Love,25,35,16,30,+5,r-b-hip-hop
2012-07-21,Chris Brown,Sweet Love,25,26,15,35,-9,r-b-hip-hop
2012-07-14,Chris Brown,Sweet Love,25,25,14,26,-1,r-b-hip-hop
2012-07-07,Chris Brown,Sweet Love,25,28,13,25,+3,r-b-hip-hop
2012-06-30,Chris Brown,Sweet Love,25,30,12,28,+2,r-b-hip-hop
2012-06-23,Chris Brown,Sweet Love,25,33,11,30,+3,r-b-hip-hop
2012-06-16,Chris Brown,Sweet Love,25,32,10,33,-1,r-b-hip-hop
2012-06-09,Chris Brown,Sweet Love,25,29,9,32,-3,r-b-hip-hop
2012-06-02,Chris Brown,Sweet Love,25,32,8,29,+3,r-b-hip-hop
2012-05-26,Chris Brown,Sweet Love,25,32,7,32,0,r-b-hip-hop
2012-05-19,Chris Brown,Sweet Love,25,39,6,32,+7,r-b-hip-hop
2012-05-12,Chris Brown,Sweet Love,25,42,5,39,+3,r-b-hip-hop
2012-05-05,Chris Brown,Sweet Love,25,53,4,42,+11,r-b-hip-hop
2011-11-26,Chris Brown,She Ain't You,5,37,35,49,-12,r-b-hip-hop
2011-11-19,Chris Brown,She Ain't You,5,29,34,37,-8,r-b-hip-hop
2011-11-12,Chris Brown,She Ain't You,5,29,33,29,0,r-b-hip-hop
2011-11-05,Chris Brown,She Ain't You,5,25,32,29,-4,r-b-hip-hop
2011-10-29,Chris Brown,She Ain't You,5,25,31,25,0,r-b-hip-hop
2011-10-22,Chris Brown,She Ain't You,5,20,30,25,-5,r-b-hip-hop
2011-10-15,Chris Brown,She Ain't You,5,17,29,20,-3,r-b-hip-hop
2011-10-08,Chris Brown,She Ain't You,5,17,28,17,0,r-b-hip-hop
2011-10-01,Chris Brown,She Ain't You,5,15,27,17,-2,r-b-hip-hop
2011-09-24,Chris Brown,She Ain't You,5,14,26,15,-1,r-b-hip-hop
2011-09-17,Chris Brown,She Ain't You,5,13,25,14,-1,r-b-hip-hop
2011-09-10,Chris Brown,She Ain't You,5,11,24,13,-2,r-b-hip-hop
2011-09-03,Chris Brown,She Ain't You,5,10,23,11,-1,r-b-hip-hop
2011-08-27,Chris Brown,She Ain't You,5,5,22,10,-5,r-b-hip-hop
2011-08-20,Chris Brown,She Ain't You,5,5,21,5,0,r-b-hip-hop
2011-08-13,Chris Brown,She Ain't You,5,5,20,5,0,r-b-hip-hop
2011-08-06,Chris Brown,She Ain't You,5,6,19,5,+1,r-b-hip-hop
2011-07-30,Chris Brown,She Ain't You,5,6,18,6,0,r-b-hip-hop
2011-07-23,Chris Brown,She Ain't You,5,6,17,6,0,r-b-hip-hop
2011-07-16,Chris Brown,She Ain't You,5,5,16,6,-1,r-b-hip-hop
2011-07-09,Chris Brown,She Ain't You,5,5,15,5,0,r-b-hip-hop
2011-07-02,Chris Brown,She Ain't You,5,5,14,5,0,r-b-hip-hop
2011-06-25,Chris Brown,She Ain't You,5,5,13,5,0,r-b-hip-hop
2011-06-18,Chris Brown,She Ain't You,5,6,12,5,+1,r-b-hip-hop
2011-06-11,Chris Brown,She Ain't You,5,6,11,6,0,r-b-hip-hop
2011-06-04,Chris Brown,She Ain't You,5,8,10,6,+2,r-b-hip-hop
2011-06-04,Chris Brown,No BS,3,34,30,35,-1,r-b-hip-hop
2011-05-28,Chris Brown,She Ain't You,5,8,9,8,0,r-b-hip-hop
2011-05-28,Chris Brown,No BS,3,35,29,34,+1,r-b-hip-hop
2011-05-21,Chris Brown,She Ain't You,5,14,8,8,+6,r-b-hip-hop
2011-05-21,Chris Brown,No BS,3,34,28,35,-1,r-b-hip-hop
2011-05-14,Chris Brown,She Ain't You,5,13,7,14,-1,r-b-hip-hop
2011-05-14,Chris Brown,No BS,3,29,27,34,-5,r-b-hip-hop
2011-05-07,Chris Brown,She Ain't You,5,16,6,13,+3,r-b-hip-hop
2011-05-07,Chris Brown,No BS,3,19,26,29,-10,r-b-hip-hop
2011-04-30,Chris Brown,She Ain't You,5,26,5,16,+10,r-b-hip-hop
2011-04-30,Chris Brown,No BS,3,14,25,19,-5,r-b-hip-hop
2011-04-23,Chris Brown,No BS,3,11,24,14,-3,r-b-hip-hop
2011-04-23,Chris Brown,She Ain't You,5,32,4,26,+6,r-b-hip-hop
2011-04-16,Chris Brown,No BS,3,10,23,11,-1,r-b-hip-hop
2011-04-16,Chris Brown,She Ain't You,5,50,3,32,+18,r-b-hip-hop
2011-04-09,Chris Brown,No BS,3,9,22,10,-1,r-b-hip-hop
2011-04-09,Chris Brown,She Ain't You,5,75,2,50,+25,r-b-hip-hop
2011-04-02,Chris Brown,No BS,3,9,21,9,0,r-b-hip-hop
2011-03-26,Chris Brown,No BS,3,7,20,9,-2,r-b-hip-hop
2011-03-19,Chris Brown,No BS,3,7,19,7,0,r-b-hip-hop
2011-03-12,Chris Brown,No BS,3,6,18,7,-1,r-b-hip-hop
2011-03-05,Chris Brown,No BS,3,6,17,6,0,r-b-hip-hop
2011-02-26,Chris Brown,No BS,3,5,16,6,-1,r-b-hip-hop
2011-02-19,Chris Brown,No BS,3,6,15,5,+1,r-b-hip-hop
2011-02-12,Chris Brown,No BS,3,3,14,6,-3,r-b-hip-hop
2011-02-05,Chris Brown,No BS,3,4,13,3,+1,r-b-hip-hop
2011-01-29,Chris Brown,No BS,3,5,12,4,+1,r-b-hip-hop
2011-01-22,Chris Brown,No BS,3,10,11,5,+5,r-b-hip-hop
2011-01-15,Chris Brown,No BS,3,10,10,10,0,r-b-hip-hop
2011-01-08,Chris Brown,No BS,3,10,9,10,0,r-b-hip-hop
2011-01-01,Chris Brown,No BS,3,11,8,10,+1,r-b-hip-hop
2010-12-25,Chris Brown,No BS,3,18,7,11,+7,r-b-hip-hop
2010-12-18,Chris Brown,No BS,3,27,6,18,+9,r-b-hip-hop
2010-12-11,Chris Brown,No BS,3,38,5,27,+11,r-b-hip-hop
2010-12-04,Chris Brown,No BS,3,43,4,38,+5,r-b-hip-hop
2010-11-27,Chris Brown,No BS,3,52,3,43,+9,r-b-hip-hop
2008-11-08,Chris Brown,Take You Down,4,37,31,44,-7,r-b-hip-hop
2008-11-01,Chris Brown,Take You Down,4,30,30,37,-7,r-b-hip-hop
2008-10-25,Chris Brown,Take You Down,4,26,29,30,-4,r-b-hip-hop
2008-10-18,Chris Brown,Take You Down,4,27,28,26,+1,r-b-hip-hop
2008-10-11,Chris Brown,Take You Down,4,22,27,27,-5,r-b-hip-hop
2008-10-04,Chris Brown,Take You Down,4,20,26,22,-2,r-b-hip-hop
2008-09-27,Chris Brown,Take You Down,4,20,25,20,0,r-b-hip-hop
2008-09-20,Chris Brown,Take You Down,4,15,24,20,-5,r-b-hip-hop
2008-09-13,Chris Brown,Take You Down,4,11,23,15,-4,r-b-hip-hop
2008-09-06,Chris Brown,Take You Down,4,8,22,11,-3,r-b-hip-hop
2008-08-30,Chris Brown,Take You Down,4,7,21,8,-1,r-b-hip-hop
2008-08-23,Chris Brown,Take You Down,4,5,20,7,-2,r-b-hip-hop
2008-08-16,Chris Brown,Take You Down,4,5,19,5,0,r-b-hip-hop
2008-08-09,Chris Brown,Take You Down,4,6,18,5,+1,r-b-hip-hop
2008-08-02,Chris Brown,Take You Down,4,6,17,6,0,r-b-hip-hop
2008-07-26,Chris Brown,Take You Down,4,6,16,6,0,r-b-hip-hop
2008-07-19,Chris Brown,Take You Down,4,5,15,6,-1,r-b-hip-hop
2008-07-12,Chris Brown,Take You Down,4,6,14,5,+1,r-b-hip-hop
2008-07-05,Chris Brown,Take You Down,4,5,13,6,-1,r-b-hip-hop
2008-06-28,Chris Brown,Take You Down,4,4,12,5,-1,r-b-hip-hop
2008-06-21,Chris Brown,Take You Down,4,4,11,4,0,r-b-hip-hop
2008-06-14,Chris Brown,Take You Down,4,4,10,4,0,r-b-hip-hop
2008-06-07,Chris Brown,Take You Down,4,7,9,4,+3,r-b-hip-hop
2008-05-31,Chris Brown,Take You Down,4,10,8,7,+3,r-b-hip-hop
2008-05-24,Chris Brown,Take You Down,4,16,7,10,+6,r-b-hip-hop
2008-05-24,Chris Brown,With You,5,34,24,40,-6,r-b-hip-hop
2008-05-17,Chris Brown,Take You Down,4,21,6,16,+5,r-b-hip-hop
2008-05-17,Chris Brown,With You,5,34,23,34,0,r-b-hip-hop
2008-05-10,Chris Brown,Take You Down,4,25,5,21,+4,r-b-hip-hop
2008-05-10,Chris Brown,With You,5,22,22,34,-12,r-b-hip-hop
2008-05-03,Chris Brown,With You,5,20,21,22,-2,r-b-hip-hop
2008-05-03,Chris Brown,Take You Down,4,33,4,25,+8,r-b-hip-hop
2008-04-26,Chris Brown,With You,5,17,20,20,-3,r-b-hip-hop
2008-04-26,Chris Brown,Take You Down,4,54,3,33,+21,r-b-hip-hop
2008-04-19,Chris Brown,With You,5,10,19,17,-7,r-b-hip-hop
2008-04-12,Chris Brown,With You,5,10,18,10,0,r-b-hip-hop
2008-04-05,Chris Brown,With You,5,7,17,10,-3,r-b-hip-hop
2008-03-29,Chris Brown,With You,5,6,16,7,-1,r-b-hip-hop
2008-03-22,Chris Brown,With You,5,6,15,6,0,r-b-hip-hop
2008-03-15,Chris Brown,With You,5,5,14,6,-1,r-b-hip-hop
2008-03-08,Chris Brown,With You,5,7,13,5,+2,r-b-hip-hop
2008-03-01,Chris Brown,With You,5,8,12,7,+1,r-b-hip-hop
2008-02-23,Chris Brown,With You,5,10,11,8,+2,r-b-hip-hop
2008-02-16,Chris Brown,With You,5,9,10,10,-1,r-b-hip-hop
2008-02-09,Chris Brown,With You,5,9,9,9,0,r-b-hip-hop
2008-02-02,Chris Brown,With You,5,16,8,9,+7,r-b-hip-hop
2008-01-26,Chris Brown,With You,5,20,7,16,+4,r-b-hip-hop
2008-01-19,Chris Brown,With You,5,22,6,20,+2,r-b-hip-hop
2008-01-12,Chris Brown,With You,5,23,5,22,+1,r-b-hip-hop
2008-01-05,Chris Brown,With You,5,31,4,23,+8,r-b-hip-hop
2008-01-05,Chris Brown,This Christmas,27,38,5,27,+11,r-b-hip-hop
2007-12-29,Chris Brown,With You,5,39,3,31,+8,r-b-hip-hop
2007-12-29,Chris Brown,This Christmas,27,49,4,38,+11,r-b-hip-hop
2007-12-22,Chris Brown,With You,5,55,2,39,+16,r-b-hip-hop
2007-12-22,Chris Brown,This Christmas,27,61,3,49,+12,r-b-hip-hop
2007-08-25,Chris Brown,Wall To Wall,22,46,15,40,+6,r-b-hip-hop
2007-08-18,Chris Brown,Wall To Wall,22,51,14,46,+5,r-b-hip-hop
2007-08-04,Chris Brown,Wall To Wall,22,45,12,43,+2,r-b-hip-hop
2007-07-28,Chris Brown,Wall To Wall,22,41,11,45,-4,r-b-hip-hop
2007-07-21,Chris Brown,Wall To Wall,22,35,10,41,-6,r-b-hip-hop
2007-07-14,Chris Brown,Wall To Wall,22,28,9,35,-7,r-b-hip-hop
2007-07-07,Chris Brown,Wall To Wall,22,22,8,28,-6,r-b-hip-hop
2007-06-30,Chris Brown,Wall To Wall,22,25,7,22,+3,r-b-hip-hop
2007-06-23,Chris Brown,Wall To Wall,22,22,6,25,-3,r-b-hip-hop
2007-06-16,Chris Brown,Wall To Wall,22,24,5,22,+2,r-b-hip-hop
2007-06-09,Chris Brown,Wall To Wall,22,24,4,24,0,r-b-hip-hop
2007-06-02,Chris Brown,Wall To Wall,22,30,3,24,+6,r-b-hip-hop
2007-05-26,Chris Brown,Wall To Wall,22,38,2,30,+8,r-b-hip-hop
2007-05-19,Chris Brown,Wall To Wall,22,0,1,38,New,r-b-hip-hop
2007-02-03,Chris Brown,Say Goodbye,1,43,25,47,-4,r-b-hip-hop
2007-01-27,Chris Brown,Say Goodbye,1,37,24,43,-6,r-b-hip-hop
2007-01-20,Chris Brown,Say Goodbye,1,30,23,37,-7,r-b-hip-hop
2007-01-13,Chris Brown,Say Goodbye,1,28,22,30,-2,r-b-hip-hop
2007-01-06,Chris Brown,Say Goodbye,1,22,21,28,-6,r-b-hip-hop
2006-12-30,Chris Brown,Say Goodbye,1,18,20,22,-4,r-b-hip-hop
2006-12-23,Chris Brown,Say Goodbye,1,17,19,18,-1,r-b-hip-hop
2006-12-16,Chris Brown,Say Goodbye,1,12,18,17,-5,r-b-hip-hop
2006-12-09,Chris Brown,Say Goodbye,1,7,17,12,-5,r-b-hip-hop
2006-12-02,Chris Brown,Say Goodbye,1,1,16,7,-6,r-b-hip-hop
2006-11-25,Chris Brown,Say Goodbye,1,1,15,1,0,r-b-hip-hop
2006-11-18,Chris Brown,Say Goodbye,1,1,14,1,0,r-b-hip-hop
2006-11-11,Chris Brown,Say Goodbye,1,1,13,1,0,r-b-hip-hop
2006-11-04,Chris Brown,Say Goodbye,1,2,12,1,+1,r-b-hip-hop
2006-10-28,Chris Brown,Say Goodbye,1,1,11,2,-1,r-b-hip-hop
2006-10-21,Chris Brown,Say Goodbye,1,1,10,1,0,r-b-hip-hop
2006-10-14,Chris Brown,Say Goodbye,1,4,9,1,+3,r-b-hip-hop
2006-10-07,Chris Brown,Say Goodbye,1,7,8,4,+3,r-b-hip-hop
2006-09-30,Chris Brown,Say Goodbye,1,10,7,7,+3,r-b-hip-hop
2006-09-23,Chris Brown,Say Goodbye,1,11,6,10,+1,r-b-hip-hop
2006-09-16,Chris Brown,Say Goodbye,1,14,5,11,+3,r-b-hip-hop
2006-09-09,Chris Brown,Say Goodbye,1,22,4,14,+8,r-b-hip-hop
2006-09-02,Chris Brown,Say Goodbye,1,39,3,22,+17,r-b-hip-hop
2006-08-26,Chris Brown,Say Goodbye,1,67,2,39,+28,r-b-hip-hop
2006-06-17,Chris Brown,Yo (Excuse Me Miss),2,42,27,49,-7,r-b-hip-hop
2006-06-10,Chris Brown,Yo (Excuse Me Miss),2,38,26,42,-4,r-b-hip-hop
2006-06-03,Chris Brown,Yo (Excuse Me Miss),2,34,25,38,-4,r-b-hip-hop
2006-05-27,Chris Brown,Yo (Excuse Me Miss),2,27,24,34,-7,r-b-hip-hop
2006-05-20,Chris Brown,Yo (Excuse Me Miss),2,28,23,27,+1,r-b-hip-hop
2006-05-13,Chris Brown,Yo (Excuse Me Miss),2,17,22,28,-11,r-b-hip-hop
2006-05-06,Chris Brown,Yo (Excuse Me Miss),2,14,21,17,-3,r-b-hip-hop
2006-04-29,Chris Brown,Yo (Excuse Me Miss),2,8,20,14,-6,r-b-hip-hop
2006-04-22,Chris Brown,Yo (Excuse Me Miss),2,8,19,8,0,r-b-hip-hop
2006-04-15,Chris Brown,Yo (Excuse Me Miss),2,7,18,8,-1,r-b-hip-hop
2006-04-08,Chris Brown,Yo (Excuse Me Miss),2,3,17,7,-4,r-b-hip-hop
2006-04-01,Chris Brown,Yo (Excuse Me Miss),2,2,16,3,-1,r-b-hip-hop
2006-03-25,Chris Brown,Yo (Excuse Me Miss),2,2,15,2,0,r-b-hip-hop
2006-03-18,Chris Brown,Yo (Excuse Me Miss),2,3,14,2,+1,r-b-hip-hop
2006-03-11,Chris Brown,Yo (Excuse Me Miss),2,3,13,3,0,r-b-hip-hop
2006-03-11,Chris Brown,Run It!,1,35,36,42,-7,r-b-hip-hop
2006-03-04,Chris Brown,Yo (Excuse Me Miss),2,3,12,3,0,r-b-hip-hop
2006-03-04,Chris Brown,Run It!,1,37,35,35,+2,r-b-hip-hop
2006-02-25,Chris Brown,Yo (Excuse Me Miss),2,6,11,3,+3,r-b-hip-hop
2006-02-25,Chris Brown,Run It!,1,24,34,37,-13,r-b-hip-hop
2006-02-18,Chris Brown,Yo (Excuse Me Miss),2,6,10,6,0,r-b-hip-hop
2006-02-18,Chris Brown,Run It!,1,24,33,24,0,r-b-hip-hop
2006-02-11,Chris Brown,Yo (Excuse Me Miss),2,7,9,6,+1,r-b-hip-hop
2006-02-11,Chris Brown,Run It!,1,14,32,24,-10,r-b-hip-hop
2006-02-04,Chris Brown,Yo (Excuse Me Miss),2,10,8,7,+3,r-b-hip-hop
2006-02-04,Chris Brown,Run It!,1,11,31,14,-3,r-b-hip-hop
2006-01-28,Chris Brown,Yo (Excuse Me Miss),2,19,7,10,+9,r-b-hip-hop
2006-01-28,Chris Brown,Run It!,1,7,30,11,-4,r-b-hip-hop
2006-01-21,Chris Brown,Run It!,1,7,29,7,0,r-b-hip-hop
2006-01-21,Chris Brown,Yo (Excuse Me Miss),2,26,6,19,+7,r-b-hip-hop
2006-01-14,Chris Brown,Run It!,1,6,28,7,-1,r-b-hip-hop
2006-01-14,Chris Brown,Yo (Excuse Me Miss),2,30,5,26,+4,r-b-hip-hop
2006-01-07,Chris Brown,Run It!,1,6,27,6,0,r-b-hip-hop
2006-01-07,Chris Brown,Yo (Excuse Me Miss),2,35,4,30,+5,r-b-hip-hop
2005-12-31,Chris Brown,Run It!,1,5,26,6,-1,r-b-hip-hop
2005-12-31,Chris Brown,Yo (Excuse Me Miss),2,51,3,35,+16,r-b-hip-hop
2005-12-24,Chris Brown,Run It!,1,2,25,5,-3,r-b-hip-hop
2005-12-17,Chris Brown,Run It!,1,2,24,2,0,r-b-hip-hop
2005-12-10,Chris Brown,Run It!,1,2,23,2,0,r-b-hip-hop
2005-12-03,Chris Brown,Run It!,1,1,22,2,-1,r-b-hip-hop
2005-11-26,Chris Brown,Run It!,1,1,21,1,0,r-b-hip-hop
2005-11-19,Chris Brown,Run It!,1,2,20,1,+1,r-b-hip-hop
2005-11-12,Chris Brown,Run It!,1,2,19,2,0,r-b-hip-hop
2005-11-05,Chris Brown,Run It!,1,3,18,2,+1,r-b-hip-hop
2005-10-29,Chris Brown,Run It!,1,5,17,3,+2,r-b-hip-hop
2005-10-22,Chris Brown,Run It!,1,6,16,5,+1,r-b-hip-hop
2005-10-15,Chris Brown,Run It!,1,9,15,6,+3,r-b-hip-hop
2005-10-08,Chris Brown,Run It!,1,15,14,9,+6,r-b-hip-hop
2005-10-01,Chris Brown,Run It!,1,15,13,15,0,r-b-hip-hop
2005-09-24,Chris Brown,Run It!,1,23,12,15,+8,r-b-hip-hop
2005-09-17,Chris Brown,Run It!,1,45,11,23,+22,r-b-hip-hop
2005-09-10,Chris Brown,Run It!,1,33,10,45,-12,r-b-hip-hop
2005-09-03,Chris Brown,Run It!,1,47,9,33,+14,r-b-hip-hop
2005-08-27,Chris Brown,Run It!,1,51,8,47,+4,r-b-hip-hop
2006-05-20,"Nelly Featuring Paul Wall, Ali & Gipp",Grillz,7,29,20,29,0,pop
